param,param_label,value,is_default,case,true_ages,n_peaks,peak_ages_str,n_recovered,n_true,n_covered,recovered_str,covered_str
f_p,Ensemble prominence (f_p),0.05,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_p,Ensemble prominence (f_p),0.1,*,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_p,Ensemble prominence (f_p),0.15,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_p,Ensemble prominence (f_p),0.2,,4B,"500, 1800",2,"574, 1798",2,2,1,"500, 1800",1800
f_p,Ensemble prominence (f_p),0.03,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_p,Ensemble prominence (f_p),0.05,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_p,Ensemble prominence (f_p),0.1,*,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_p,Ensemble prominence (f_p),0.15,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_p,Ensemble prominence (f_p),0.2,,4C,"500, 1800",2,"604, 1737",2,2,0,"500, 1800",
f_p,Ensemble prominence (f_p),0.03,,5A,"500, 1500",2,"955, 1494",1,2,0,1500,
f_p,Ensemble prominence (f_p),0.05,,5A,"500, 1500",1,1494,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.1,*,5A,"500, 1500",1,1494,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.15,,5A,"500, 1500",1,1494,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,5A,"500, 1500",1,1494,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.03,,5B,"500, 1500",1,1475,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.05,,5B,"500, 1500",1,1475,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.1,*,5B,"500, 1500",1,1475,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.15,,5B,"500, 1500",1,1475,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,5B,"500, 1500",1,1475,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.03,,5C,"500, 1500",1,1437,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.05,,5C,"500, 1500",1,1437,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.1,*,5C,"500, 1500",1,1437,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.15,,5C,"500, 1500",1,1437,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,5C,"500, 1500",1,1437,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.03,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.05,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.1,*,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.15,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.2,,6A,"500, 1500",2,"518, 1485",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.03,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.05,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.1,*,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.15,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.2,,6B,"500, 1500",2,"525, 1478",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.03,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.05,,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.1,*,6C,"500, 1500",2,"599, 1403",2,2,0,"500, 1500",
f_p,Ensemble prominence (f_p),0.15,,6C,"500, 1500",1,1403,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,6C,"500, 1500",1,1403,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.03,,7A,"500, 1500",1,1483,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.05,,7A,"500, 1500",1,1483,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.1,*,7A,"500, 1500",1,1483,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.15,,7A,"500, 1500",1,1483,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,7A,"500, 1500",1,1483,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.03,,7B,"500, 1500",1,1457,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.05,,7B,"500, 1500",1,1457,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.1,*,7B,"500, 1500",1,1457,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.15,,7B,"500, 1500",1,1457,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,7B,"500, 1500",1,1457,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.03,,7C,"500, 1500",1,1473,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.05,,7C,"500, 1500",1,1473,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.1,*,7C,"500, 1500",1,1473,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.15,,7C,"500, 1500",1,1473,1,2,0,1500,
f_p,Ensemble prominence (f_p),0.2,,7C,"500, 1500",1,1473,1,2,0,1500,
